,+/-,3P,3P%,3PA,AST,Away,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,G#,GS,GmSc,MP,ORB,Opp,PF,PTS,Result,STL,Season,Series,TOV,TRB,Tm
0,+7,0,.000,1,7,,0,1,2009-10-28,7,.583,12,0,,0,1,1,1,15.5,35:39,1,HOU,2,14,L (-1),4,2009-2010,Regular Season,2,2,GSW
1,-19,2,.667,3,4,@,0,2,2009-10-30,5,.556,9,0,,0,2,1,1,7.1,39:05,0,PHO,5,12,L (-22),1,2009-2010,Regular Season,3,2,GSW
2,-4,1,.500,2,9,,0,5,2009-11-04,3,.500,6,0,,0,3,1,1,11.2,28:27,0,MEM,4,7,W (+8),2,2009-2010,Regular Season,1,5,GSW
3,-13,0,.000,1,3,,0,1,2009-11-06,1,.200,5,3,.750,4,4,1,1,1.5,21:32,0,LAC,6,5,L (-28),0,2009-2010,Regular Season,0,1,GSW
4,-5,1,.500,2,6,@,0,3,2009-11-08,4,.500,8,0,.000,2,5,1,1,3.4,31:15,1,SAC,4,9,L (-13),0,2009-2010,Regular Season,5,4,GSW
5,+28,1,.500,2,5,,0,2,2009-11-09,2,.250,8,3,.750,4,6,1,1,5.5,29:49,0,MIN,1,8,W (+41),1,2009-2010,Regular Season,2,2,GSW
6,-13,0,.000,2,4,@,0,1,2009-11-11,3,.429,7,0,,0,7,1,0,2.6,21:11,0,IND,2,6,L (-14),1,2009-2010,Regular Season,3,1,GSW
7,+3,0,,0,0,@,1,0,2009-11-13,0,,0,0,,0,8,1,0,0.3,2:35,0,NYK,1,0,W (+14),0,2009-2010,Regular Season,0,0,GSW
8,+2,2,1.000,2,2,@,1,3,2009-11-14,6,.667,9,0,,0,9,1,0,12.8,25:57,1,MIL,5,14,L (-4),2,2009-2010,Regular Season,1,4,GSW
9,-4,2,.333,6,7,@,0,5,2009-11-17,6,.600,10,0,.000,1,10,1,1,11.6,41:18,0,CLE,2,14,L (-6),0,2009-2010,Regular Season,3,5,GSW
10,+5,1,.250,4,7,@,0,0,2009-11-18,4,.400,10,4,1.000,4,11,1,1,9.3,35:24,0,BOS,3,13,L (-14),4,2009-2010,Regular Season,6,0,GSW
11,+18,2,.667,3,8,,1,6,2009-11-20,3,.333,9,4,.800,5,12,1,1,12.2,45:34,0,POR,6,12,W (+14),1,2009-2010,Regular Season,1,6,GSW
12,+16,2,.500,4,6,@,0,3,2009-11-24,6,.500,12,4,1.000,4,13,1,1,14.8,34:48,1,DAL,5,18,W (+8),3,2009-2010,Regular Season,4,4,GSW
13,-7,1,.250,4,5,@,2,6,2009-11-25,5,.313,16,0,,0,14,1,1,3.0,34:12,1,SAS,3,11,L (-14),1,2009-2010,Regular Season,6,7,GSW
14,-23,1,.200,5,8,,0,3,2009-11-28,5,.333,15,2,1.000,2,15,1,1,10.7,36:01,1,LAL,0,13,L (-33),0,2009-2010,Regular Season,1,4,GSW
15,-7,1,.500,2,4,,0,2,2009-11-30,2,.400,5,2,1.000,2,16,1,1,7.9,19:50,0,IND,2,7,W (+19),3,2009-2010,Regular Season,2,2,GSW
16,-14,2,.333,6,6,@,2,3,2009-12-01,4,.286,14,0,,0,17,1,1,9.2,40:42,1,DEN,2,10,L (-28),2,2009-2010,Regular Season,1,4,GSW
17,-3,1,.333,3,2,,1,4,2009-12-03,4,.500,8,2,1.000,2,18,1,1,7.8,31:51,1,HOU,3,11,L (-2),2,2009-2010,Regular Season,4,5,GSW
18,-8,0,.000,2,3,,0,3,2009-12-05,6,.500,12,1,1.000,1,19,1,1,6.4,46:09,0,ORL,4,13,L (-8),1,2009-2010,Regular Season,3,3,GSW
19,-17,2,.500,4,2,@,0,4,2009-12-07,9,.643,14,2,1.000,2,20,1,1,15.4,36:26,0,OKC,5,22,L (-16),4,2009-2010,Regular Season,5,4,GSW
20,+7,1,.250,4,4,@,0,3,2009-12-09,6,.462,13,1,.500,2,21,1,1,8.7,30:12,1,NJN,4,14,W (+16),3,2009-2010,Regular Season,4,4,GSW
21,-8,0,.000,3,1,@,0,3,2009-12-11,3,.333,9,0,,0,22,1,1,3.5,27:15,0,CHI,0,6,L (-5),1,2009-2010,Regular Season,0,3,GSW
22,-11,3,.750,4,4,@,1,2,2009-12-12,5,.500,10,6,1.000,6,23,1,1,16.5,37:50,0,DET,4,19,L (-9),4,2009-2010,Regular Season,4,2,GSW
23,-14,1,.250,4,4,@,1,4,2009-12-14,5,.385,13,3,.750,4,24,1,1,9.2,36:24,0,PHI,5,14,L (-16),4,2009-2010,Regular Season,4,4,GSW
24,-12,0,.000,2,3,,0,3,2009-12-16,4,.364,11,0,,0,25,1,1,6.6,25:03,1,SAS,5,8,L (-12),4,2009-2010,Regular Season,1,4,GSW
25,-10,5,.556,9,4,,0,7,2009-12-18,9,.529,17,4,1.000,4,26,1,1,23.7,46:15,1,WAS,4,27,L (-9),3,2009-2010,Regular Season,2,8,GSW
26,-3,2,.333,6,8,@,0,6,2009-12-22,6,.400,15,0,,0,27,1,1,9.2,41:17,1,MEM,2,14,L (-13),0,2009-2010,Regular Season,4,7,GSW
27,-1,3,.600,5,7,@,0,10,2009-12-23,6,.462,13,2,1.000,2,28,1,1,16.2,47:01,0,NOH,5,17,L (-6),2,2009-2010,Regular Season,2,10,GSW
28,+6,3,.750,4,4,,0,2,2009-12-26,4,.400,10,2,1.000,2,29,1,1,12.1,26:33,1,PHO,4,13,W (+5),3,2009-2010,Regular Season,1,3,GSW
29,-16,0,.000,1,0,,0,2,2009-12-28,0,.000,4,0,.000,1,30,1,1,-3.8,10:41,0,BOS,3,0,W (+4),1,2009-2010,Regular Season,1,2,GSW
30,-7,0,.000,1,3,@,0,2,2009-12-29,6,.600,10,3,1.000,3,31,1,1,8.6,23:20,1,LAL,3,15,L (-6),0,2009-2010,Regular Season,4,3,GSW
31,-6,1,.500,2,1,@,0,1,2010-01-02,4,.400,10,0,,0,32,1,1,1.0,29:00,0,POR,4,9,L (-16),1,2009-2010,Regular Season,3,1,GSW
32,-1,6,1.000,6,6,@,0,5,2010-01-05,10,.769,13,0,,0,33,1,1,26.4,40:18,0,DEN,3,26,L (-1),3,2009-2010,Regular Season,2,5,GSW
33,+11,0,.000,2,4,@,0,1,2010-01-06,7,.636,11,2,1.000,2,34,1,1,12.8,30:11,0,MIN,6,16,W (+6),2,2009-2010,Regular Season,1,1,GSW
34,+5,1,.500,2,4,,0,3,2010-01-08,5,.500,10,1,.500,2,35,1,1,8.1,34:08,0,SAC,3,12,W (+7),1,2009-2010,Regular Season,2,3,GSW
35,+1,1,.500,2,5,,1,7,2010-01-11,8,.533,15,4,.800,5,36,1,1,17.0,36:07,0,CLE,4,21,L (-3),1,2009-2010,Regular Season,2,7,GSW
36,-12,3,.600,5,4,,0,3,2010-01-13,3,.300,10,0,,0,37,1,1,3.2,32:34,1,MIA,1,9,L (-13),0,2009-2010,Regular Season,4,4,GSW
37,-9,1,.250,4,4,,1,6,2010-01-15,7,.412,17,3,1.000,3,38,1,1,13.8,48:00,0,MIL,6,18,L (-9),6,2009-2010,Regular Season,4,6,GSW
38,+21,5,.625,8,6,,1,8,2010-01-18,9,.500,18,3,1.000,3,39,1,1,20.1,43:28,2,CHI,4,26,W (+17),1,2009-2010,Regular Season,5,10,GSW
39,-2,3,.375,8,6,,0,3,2010-01-20,6,.353,17,0,,0,40,1,1,7.8,48:47,0,DEN,2,15,L (-5),1,2009-2010,Regular Season,3,3,GSW
40,+32,3,.429,7,7,,0,2,2010-01-22,11,.524,21,7,.875,8,41,1,1,27.2,48:00,0,NJN,4,32,W (+32),4,2009-2010,Regular Season,2,2,GSW
41,-10,4,.444,9,2,@,0,5,2010-01-23,10,.400,25,1,1.000,1,42,1,1,11.8,40:26,0,PHO,4,25,L (-9),0,2009-2010,Regular Season,1,5,GSW
42,+9,3,.300,10,6,@,0,8,2010-01-26,10,.455,22,4,.800,5,43,1,1,23.3,44:42,1,SAC,3,27,L (-3),3,2009-2010,Regular Season,1,9,GSW
43,-5,1,.333,3,8,,0,5,2010-01-27,7,.538,13,0,,0,44,1,1,12.2,40:39,0,NOH,4,15,L (-13),3,2009-2010,Regular Season,5,5,GSW
44,0,2,.500,4,9,,0,1,2010-01-29,8,.533,15,4,1.000,4,45,1,1,22.1,41:00,0,CHA,3,22,L (-11),3,2009-2010,Regular Season,1,1,GSW
45,-18,2,1.000,2,5,@,0,2,2010-01-31,4,.400,10,4,1.000,4,46,1,1,9.3,35:52,2,OKC,2,14,L (-8),1,2009-2010,Regular Season,5,4,GSW
46,-22,2,.400,5,4,@,0,1,2010-02-02,6,.333,18,0,,0,47,1,1,8.2,29:52,1,HOU,1,14,L (-22),1,2009-2010,Regular Season,0,2,GSW
47,-8,0,.000,2,3,@,0,0,2010-02-03,1,.167,6,4,1.000,4,48,1,1,0.5,26:54,0,DAL,2,6,L (-9),0,2009-2010,Regular Season,3,0,GSW
48,+2,3,.429,7,4,,0,1,2010-02-06,9,.600,15,2,.667,3,49,1,1,16.6,27:05,0,OKC,3,23,L (-9),2,2009-2010,Regular Season,3,1,GSW
49,-10,1,.200,5,9,,0,2,2010-02-08,9,.450,20,6,1.000,6,50,1,1,18.9,48:00,0,DAL,4,25,L (-10),2,2009-2010,Regular Season,3,2,GSW
50,+35,7,.636,11,13,,0,10,2010-02-10,11,.500,22,7,.875,8,51,1,1,32.1,45:47,0,LAC,4,36,W (+30),3,2009-2010,Regular Season,6,10,GSW
51,-4,1,.100,10,8,@,0,10,2010-02-16,5,.238,21,0,,0,52,1,1,1.9,43:38,0,LAL,5,11,L (-10),1,2009-2010,Regular Season,4,10,GSW
52,+36,1,.250,4,15,,0,5,2010-02-17,10,.667,15,3,1.000,3,53,1,1,29.4,39:37,1,SAC,2,24,W (+32),3,2009-2010,Regular Season,3,6,GSW
53,0,3,.500,6,7,,0,5,2010-02-19,4,.444,9,2,1.000,2,54,1,1,8.0,39:00,1,UTA,1,13,L (-11),3,2009-2010,Regular Season,10,6,GSW
54,+5,1,.333,3,3,,0,7,2010-02-21,13,.722,18,5,1.000,5,55,1,1,25.0,45:25,2,ATL,3,32,W (+4),1,2009-2010,Regular Season,5,9,GSW
55,-17,1,.125,8,5,,0,5,2010-02-23,8,.364,22,0,.000,1,56,1,1,7.3,37:59,1,PHI,2,17,L (-8),0,2009-2010,Regular Season,2,6,GSW
56,-24,2,.400,5,13,,1,6,2010-02-25,11,.579,19,6,1.000,6,57,1,1,33.0,41:39,1,DEN,1,30,L (-15),2,2009-2010,Regular Season,2,7,GSW
57,+7,3,.500,6,4,,0,4,2010-02-27,11,.440,25,2,.667,3,58,1,1,12.6,48:00,1,DET,4,27,W (+7),1,2009-2010,Regular Season,5,5,GSW
58,+1,3,.375,8,8,@,0,2,2010-03-02,7,.412,17,1,1.000,1,59,1,1,12.1,43:27,0,MIA,5,18,L (-4),2,2009-2010,Regular Season,3,2,GSW
59,-25,1,.500,2,7,@,0,3,2010-03-03,3,.250,12,2,1.000,2,60,1,1,3.8,32:11,0,ORL,2,9,L (-27),2,2009-2010,Regular Season,5,3,GSW
60,-5,5,.556,9,11,@,0,4,2010-03-05,11,.579,19,4,1.000,4,61,1,1,26.3,48:00,1,ATL,1,31,L (-5),2,2009-2010,Regular Season,7,5,GSW
61,-11,4,.500,8,4,@,0,3,2010-03-06,8,.348,23,5,.833,6,62,1,1,13.4,48:00,2,CHA,1,25,L (-11),0,2009-2010,Regular Season,3,5,GSW
62,-14,2,.500,4,6,@,0,3,2010-03-08,5,.385,13,0,,0,63,1,1,6.2,33:59,0,NOH,2,12,L (-4),1,2009-2010,Regular Season,4,3,GSW
63,-10,2,.286,7,3,,0,3,2010-03-11,6,.400,15,1,1.000,1,64,1,1,7.3,33:03,2,POR,5,15,L (-5),2,2009-2010,Regular Season,4,5,GSW
64,+6,5,.625,8,10,,1,4,2010-03-13,13,.619,21,4,1.000,4,65,1,1,37.4,42:21,2,TOR,1,35,W (+12),4,2009-2010,Regular Season,2,6,GSW
65,-9,5,.556,9,9,,0,5,2010-03-15,11,.579,19,2,1.000,2,66,1,1,27.3,33:50,0,LAL,4,29,L (-3),1,2009-2010,Regular Season,0,5,GSW
66,-4,1,.333,3,6,@,1,4,2010-03-20,4,.400,10,0,,0,67,1,1,6.9,25:20,0,MEM,2,9,L (-16),0,2009-2010,Regular Season,2,4,GSW
67,-8,2,.400,5,8,,0,3,2010-03-22,6,.400,15,0,,0,68,1,1,14.5,33:55,1,PHO,4,14,L (-2),4,2009-2010,Regular Season,1,4,GSW
68,+27,4,.667,6,11,,0,4,2010-03-24,12,.632,19,2,1.000,2,69,1,1,26.9,40:23,1,MEM,3,30,W (+18),4,2009-2010,Regular Season,7,5,GSW
69,-5,3,.600,5,6,,0,7,2010-03-27,6,.375,16,2,1.000,2,70,1,1,9.1,36:52,0,DAL,1,17,L (-21),2,2009-2010,Regular Season,7,7,GSW
70,+17,2,1.000,2,7,@,0,3,2010-03-28,8,.533,15,0,,0,71,1,1,13.2,39:52,1,LAC,5,18,W (+18),1,2009-2010,Regular Season,3,4,GSW
71,-14,1,.250,4,6,@,0,1,2010-03-31,6,.375,16,2,.667,3,72,1,1,5.0,33:37,1,UTA,5,15,L (-24),0,2009-2010,Regular Season,4,2,GSW
72,-4,1,.200,5,10,,0,3,2010-04-02,7,.333,21,0,,0,73,1,1,10.3,29:23,1,NYK,1,15,W (+11),1,2009-2010,Regular Season,2,4,GSW
73,+5,5,.455,11,12,@,2,7,2010-04-04,10,.435,23,4,.667,6,74,1,1,25.1,44:14,1,TOR,4,29,W (+1),3,2009-2010,Regular Season,5,8,GSW
74,-21,3,.500,6,4,@,0,1,2010-04-06,10,.476,21,4,1.000,4,75,1,1,18.6,33:21,0,WAS,2,27,L (-18),2,2009-2010,Regular Season,2,1,GSW
75,+5,3,.600,5,14,@,0,6,2010-04-07,12,.545,22,0,,0,76,1,1,30.8,44:15,2,MIN,4,27,W (+9),7,2009-2010,Regular Season,4,8,GSW
76,0,5,.500,10,4,@,0,9,2010-04-10,10,.526,19,4,1.000,4,77,1,1,23.2,41:13,0,LAC,5,29,L (-3),3,2009-2010,Regular Season,3,9,GSW
77,+3,3,.500,6,7,,0,6,2010-04-11,9,.563,16,4,.667,6,78,1,1,20.2,34:34,1,OKC,2,25,W (+3),1,2009-2010,Regular Season,4,7,GSW
78,-14,1,.250,4,6,,0,4,2010-04-13,5,.333,15,6,1.000,6,79,1,1,13.0,40:40,1,UTA,4,17,L (-9),2,2009-2010,Regular Season,2,5,GSW
79,+6,4,.667,6,8,@,1,6,2010-04-14,13,.520,25,12,1.000,12,80,1,1,39.9,48:00,3,POR,0,42,W (+6),2,2009-2010,Regular Season,2,9,GSW
0,+4,3,.500,6,11,,1,1,2010-10-27,9,.563,16,4,1.000,4,1,1,1,20.2,39:04,1,HOU,4,25,W (+4),0,2010-2011,Regular Season,5,2,GSW
1,+17,1,.333,3,6,,0,2,2010-10-29,7,.778,9,1,.333,3,2,1,1,15.7,26:53,0,LAC,2,16,W (+18),2,2010-2011,Regular Season,2,2,GSW
2,+8,1,.250,4,6,,0,1,2010-11-05,7,.412,17,5,1.000,5,3,1,1,10.4,32:59,0,UTA,5,20,W (+7),2,2010-2011,Regular Season,5,1,GSW
3,-3,0,.000,3,6,@,0,3,2010-11-07,3,.250,12,4,1.000,4,4,1,1,7.0,28:59,1,DET,4,10,L (-5),2,2010-2011,Regular Season,2,4,GSW
4,+13,2,.500,4,4,@,0,3,2010-11-08,12,.571,21,8,1.000,8,5,1,1,26.4,36:27,2,TOR,2,34,W (+7),3,2010-2011,Regular Season,5,5,GSW
5,+6,1,1.000,1,8,@,1,6,2010-11-10,11,.550,20,2,.667,3,6,1,1,21.5,45:03,0,NYK,4,25,W (+5),2,2010-2011,Regular Season,2,6,GSW
6,-13,2,.400,5,6,@,0,3,2010-11-11,7,.389,18,1,.500,2,7,1,1,11.1,30:58,0,CHI,2,17,L (-30),5,2010-2011,Regular Season,5,3,GSW
7,-12,0,.000,3,4,@,1,1,2010-11-13,3,.214,14,1,.500,2,8,1,1,1.5,30:02,1,MIL,5,7,L (-7),3,2010-2011,Regular Season,2,2,GSW
8,+15,2,.667,3,4,,0,5,2010-11-15,7,.500,14,5,1.000,5,9,1,1,14.9,29:30,0,DET,6,21,W (+4),2,2010-2011,Regular Season,3,5,GSW
9,-3,3,.500,6,8,,0,5,2010-11-19,9,.429,21,8,.889,9,10,1,1,20.0,42:12,0,NYK,4,29,L (-6),1,2010-2011,Regular Season,4,5,GSW
10,-26,1,.333,3,2,@,2,3,2010-11-21,5,.500,10,2,1.000,2,11,1,1,11.5,24:09,0,LAL,3,13,L (-28),1,2010-2011,Regular Season,0,3,GSW
11,-19,1,.167,6,5,,0,6,2010-11-22,8,.381,21,0,,0,12,1,1,11.3,40:36,1,DEN,3,17,L (-17),3,2010-2011,Regular Season,2,7,GSW
12,-11,0,.000,2,6,@,0,4,2010-11-24,8,.421,19,5,1.000,5,13,1,1,16.9,35:33,0,HOU,6,21,L (-10),4,2010-2011,Regular Season,1,4,GSW
13,-1,4,.800,5,4,@,0,2,2010-11-26,8,.615,13,6,1.000,6,14,1,1,19.5,30:18,0,MEM,5,26,L (-5),1,2010-2011,Regular Season,3,2,GSW
14,+16,2,.667,3,7,@,0,3,2010-11-27,6,.600,10,6,.857,7,15,1,1,20.8,27:33,0,MIN,5,20,W (+10),3,2010-2011,Regular Season,1,3,GSW
15,-14,3,.500,6,5,,1,2,2010-11-30,13,.591,22,3,1.000,3,16,1,1,22.5,40:06,1,SAS,2,32,L (-20),1,2010-2011,Regular Season,5,3,GSW
16,-6,1,.333,3,7,,0,0,2010-12-02,4,.400,10,0,,0,17,1,1,7.6,34:09,1,PHO,4,9,L (-6),4,2010-2011,Regular Season,4,1,GSW
17,-9,4,.571,7,6,@,1,1,2010-12-05,14,.700,20,7,1.000,7,18,1,1,30.8,45:51,0,OKC,5,39,L (-5),2,2010-2011,Regular Season,5,1,GSW
18,-2,3,.600,5,4,@,0,5,2010-12-07,8,.500,16,2,1.000,2,19,1,1,13.2,41:33,1,DAL,2,21,L (-5),2,2010-2011,Regular Season,6,6,GSW
19,-15,0,,0,3,@,0,1,2010-12-08,0,.000,2,0,,0,20,1,1,-1.8,10:51,0,SAS,2,0,L (-17),0,2010-2011,Regular Season,2,1,GSW
20,+7,0,.000,5,11,,0,3,2010-12-25,2,.133,15,0,,0,21,1,1,0.8,29:18,1,POR,2,4,W (+7),0,2010-2011,Regular Season,2,4,GSW
21,+18,4,.667,6,8,,0,5,2010-12-27,5,.385,13,3,1.000,3,22,1,1,14.0,28:20,0,PHI,5,17,W (+15),1,2010-2011,Regular Season,2,5,GSW
22,-1,0,.000,3,12,@,0,4,2010-12-29,4,.308,13,1,1.000,1,23,1,1,8.0,28:58,1,ATL,2,9,L (-10),0,2010-2011,Regular Season,3,5,GSW
23,+6,4,.800,5,3,@,0,1,2010-12-31,10,.588,17,0,,0,24,1,1,15.3,36:06,0,CHA,3,24,W (+1),1,2010-2011,Regular Season,3,1,GSW
24,-12,1,.500,2,6,@,0,1,2011-01-01,7,.583,12,0,,0,25,1,1,14.6,35:51,1,MIA,5,15,L (-7),3,2010-2011,Regular Season,1,2,GSW
25,-13,3,.500,6,5,@,0,6,2011-01-03,5,.385,13,2,1.000,2,26,1,1,9.0,35:00,0,ORL,3,15,L (-20),2,2010-2011,Regular Season,5,6,GSW
26,+8,1,.333,3,5,@,0,2,2011-01-05,6,.545,11,8,1.000,8,27,1,1,21.3,39:54,1,NOH,3,21,W (+7),4,2010-2011,Regular Season,2,3,GSW
27,+15,3,.750,4,4,,1,2,2011-01-07,4,.571,7,4,1.000,4,28,1,1,17.0,24:30,0,CLE,2,15,W (+18),2,2010-2011,Regular Season,0,2,GSW
28,-13,0,.000,6,4,@,0,5,2011-01-09,2,.154,13,4,.800,5,29,1,1,1.0,25:58,0,LAC,4,8,L (-14),1,2010-2011,Regular Season,2,5,GSW
29,+2,1,.167,6,10,,0,3,2011-01-12,5,.417,12,4,1.000,4,30,1,1,15.0,37:51,1,LAL,3,15,L (-5),2,2010-2011,Regular Season,3,4,GSW
30,+9,5,.714,7,4,,0,3,2011-01-14,7,.467,15,4,1.000,4,31,1,1,17.9,27:09,1,LAC,2,23,W (+10),1,2010-2011,Regular Season,2,4,GSW
31,+11,2,.400,5,6,,1,2,2011-01-17,4,.400,10,3,.750,4,32,1,1,9.1,23:04,0,NJN,4,13,W (+9),0,2010-2011,Regular Season,2,2,GSW
32,+17,0,.000,3,8,,0,4,2011-01-19,4,.400,10,3,1.000,3,33,1,1,13.0,32:36,0,IND,1,11,W (+2),2,2010-2011,Regular Season,1,4,GSW
33,+7,3,.429,7,3,,0,2,2011-01-21,12,.571,21,7,1.000,7,34,1,1,26.7,44:10,1,SAC,2,34,W (+7),4,2010-2011,Regular Season,4,3,GSW
34,+9,3,.333,9,8,@,1,4,2011-01-22,12,.522,23,5,1.000,5,35,1,1,26.6,40:50,2,LAC,5,32,L (-4),1,2010-2011,Regular Season,2,6,GSW
35,-4,2,.400,5,5,,1,5,2011-01-24,6,.400,15,0,,0,36,1,1,6.7,36:02,1,SAS,4,14,L (-11),0,2010-2011,Regular Season,4,6,GSW
36,-4,1,.333,3,6,,0,3,2011-01-26,8,.615,13,3,1.000,3,37,1,1,15.8,39:15,0,NOH,1,20,L (-9),2,2010-2011,Regular Season,5,3,GSW
37,-3,4,.800,5,5,,0,3,2011-01-28,8,.667,12,7,1.000,7,38,1,1,23.2,43:13,0,CHA,5,27,L (-8),2,2010-2011,Regular Season,3,3,GSW
38,+13,3,.375,8,7,,1,5,2011-01-30,10,.556,18,4,1.000,4,39,1,1,25.4,34:33,1,UTA,2,27,W (+15),2,2010-2011,Regular Season,2,6,GSW
39,+4,2,.500,4,5,,1,4,2011-02-03,6,.545,11,2,1.000,2,40,1,1,10.0,33:30,1,MIL,2,16,W (+6),1,2010-2011,Regular Season,7,5,GSW
40,+14,2,.500,4,8,,0,5,2011-02-05,9,.600,15,3,1.000,3,41,1,1,22.5,44:17,1,CHI,1,23,W (+11),1,2010-2011,Regular Season,2,6,GSW
41,-12,0,.000,6,8,,0,2,2011-02-07,7,.412,17,1,1.000,1,42,1,1,7.7,44:17,0,PHO,1,15,L (-12),1,2010-2011,Regular Season,5,2,GSW
42,-2,1,.333,3,2,,0,1,2011-02-09,5,.556,9,2,1.000,2,43,1,1,5.8,29:19,0,DEN,4,13,W (+2),0,2010-2011,Regular Season,3,1,GSW
43,-26,2,.667,3,2,@,0,2,2011-02-10,5,.556,9,0,,0,44,1,1,6.7,24:49,0,PHO,0,12,L (-24),1,2010-2011,Regular Season,4,2,GSW
44,+17,2,.400,5,13,,0,2,2011-02-13,10,.556,18,1,1.000,1,45,1,1,25.3,37:48,0,OKC,2,23,W (+6),2,2010-2011,Regular Season,0,2,GSW
45,+13,3,1.000,3,8,,0,0,2011-02-15,5,1.000,5,1,1.000,1,46,1,1,14.9,24:21,0,NOH,3,14,W (+13),1,2010-2011,Regular Season,3,0,GSW
46,-6,0,.000,3,4,@,0,0,2011-02-16,1,.143,7,2,1.000,2,47,1,1,1.3,21:30,0,UTA,5,4,W (+7),2,2010-2011,Regular Season,1,0,GSW
47,-15,1,.500,2,2,,0,4,2011-02-22,7,.700,10,3,.600,5,48,1,1,10.0,30:03,0,BOS,4,18,L (-22),1,2010-2011,Regular Season,5,4,GSW
48,-27,0,.000,2,5,,0,1,2011-02-25,2,.286,7,3,1.000,3,49,1,1,4.0,30:00,1,ATL,1,7,L (-16),0,2010-2011,Regular Season,3,2,GSW
49,+4,5,.714,7,2,@,0,10,2011-02-27,13,.619,21,2,1.000,2,50,1,1,28.2,44:30,1,MIN,1,33,L (-3),2,2010-2011,Regular Season,2,11,GSW
50,-19,4,.500,8,7,@,1,5,2011-03-01,7,.412,17,2,1.000,2,51,1,1,11.7,34:53,1,IND,5,20,L (-9),0,2010-2011,Regular Season,5,6,GSW
51,-8,3,.429,7,5,@,0,7,2011-03-02,9,.500,18,8,.889,9,52,1,1,23.8,36:47,2,WAS,2,29,W (+4),1,2010-2011,Regular Season,3,9,GSW
52,-8,1,.250,4,5,@,0,1,2011-03-04,4,.364,11,0,,0,53,1,1,2.9,31:30,2,BOS,3,9,L (-4),0,2010-2011,Regular Season,4,3,GSW
53,+6,1,.333,3,7,@,2,1,2011-03-06,8,.500,16,5,1.000,5,54,1,1,15.4,35:12,0,PHI,3,22,L (-8),0,2010-2011,Regular Season,4,1,GSW
54,+20,2,.400,5,6,@,1,3,2011-03-08,10,.556,18,1,1.000,1,55,1,1,20.8,39:12,4,CLE,3,23,W (+10),2,2010-2011,Regular Season,3,7,GSW
55,-13,2,.500,4,3,@,0,3,2011-03-09,6,.400,15,1,1.000,1,56,1,1,7.7,30:17,0,NJN,3,15,L (-4),2,2010-2011,Regular Season,3,3,GSW
56,+1,4,.400,10,12,,0,4,2011-03-11,8,.421,19,2,1.000,2,57,1,1,17.9,39:49,0,ORL,4,22,W (+3),3,2010-2011,Regular Season,5,4,GSW
57,+18,4,.667,6,6,,0,8,2011-03-13,8,.533,15,4,1.000,4,58,1,1,24.2,37:55,1,MIN,2,24,W (+23),2,2010-2011,Regular Season,1,9,GSW
58,-12,5,.625,8,1,@,1,3,2011-03-14,7,.500,14,0,,0,59,1,1,11.9,23:56,0,SAC,1,19,L (-10),1,2010-2011,Regular Season,3,3,GSW
59,-10,2,.500,4,5,,0,0,2011-03-16,4,.400,10,0,.000,1,60,1,1,4.9,32:14,0,DAL,2,10,L (-6),1,2010-2011,Regular Season,3,0,GSW
60,-18,2,.400,5,5,@,0,1,2011-03-18,6,.462,13,1,1.000,1,61,1,1,9.6,34:40,1,PHO,3,15,L (-11),0,2010-2011,Regular Season,2,2,GSW
61,-8,1,.333,3,6,@,0,5,2011-03-20,4,.333,12,2,.667,3,62,1,1,6.6,31:02,1,DAL,4,11,L (-28),0,2010-2011,Regular Season,2,6,GSW
62,-12,1,.500,2,2,@,0,0,2011-03-21,3,.375,8,1,1.000,1,63,1,1,2.4,19:57,0,SAS,4,8,L (-15),0,2010-2011,Regular Season,1,0,GSW
63,-14,2,.667,3,6,@,0,3,2011-03-23,7,.438,16,0,,0,64,1,1,10.2,29:58,3,HOU,4,16,L (-19),1,2010-2011,Regular Season,4,6,GSW
64,+43,4,.667,6,8,,0,3,2011-03-25,7,.538,13,5,1.000,5,65,1,1,19.4,36:19,0,TOR,2,23,W (+38),0,2010-2011,Regular Season,3,3,GSW
65,+11,1,.250,4,4,,1,4,2011-03-27,3,.273,11,3,1.000,3,66,1,1,2.9,28:17,1,WAS,5,10,W (+10),1,2010-2011,Regular Season,5,5,GSW
66,+6,5,.625,8,5,@,0,5,2011-03-29,13,.565,23,4,1.000,4,67,1,1,24.6,48:31,1,OKC,3,35,L (-1),2,2010-2011,Regular Season,6,6,GSW
67,-21,1,.167,6,9,@,0,2,2011-03-30,2,.143,14,1,1.000,1,68,1,1,0.1,31:05,4,MEM,4,6,L (-19),1,2010-2011,Regular Season,6,6,GSW
68,+9,1,.333,3,8,,0,4,2011-04-02,3,.375,8,5,1.000,5,69,1,1,11.4,31:31,0,DAL,5,12,W (+7),2,2010-2011,Regular Season,3,4,GSW
69,+20,3,.600,5,4,@,1,7,2011-04-05,10,.476,21,5,.833,6,70,1,1,22.4,42:06,1,POR,2,28,W (+21),2,2010-2011,Regular Season,2,8,GSW
70,+2,2,.333,6,5,,0,4,2011-04-06,8,.348,23,2,1.000,2,71,1,1,12.0,42:05,2,LAL,3,20,W (+8),2,2010-2011,Regular Season,2,6,GSW
